55.00			1.33364e-19
60.00			8.04229e-19
70.00			1.98550e-18
80.00			2.67343e-18
100.00			3.61824e-18
200.00			4.55865e-18
400.00			3.68422e-18
600.00			2.75085e-18
1000.00			1.89929e-18
