14.00			1.69960e-18
14.50			3.05083e-18
15.00			5.65916e-18
15.60			8.92024e-18
17.60			1.99166e-17
20.00			2.99277e-17
25.00			4.46188e-17
30.00			5.27297e-17
35.00			5.63541e-17
45.00			6.24417e-17
54.42			6.32510e-17
70.00			6.11397e-17
100.00			5.35302e-17
150.00			4.58328e-17
200.00			3.85752e-17
500.00			1.94152e-17
999.00			1.08292e-17
