20.00			3.12500e-16
20.60			3.07700e-16
21.00			3.04000e-16
22.60			2.90700e-16
23.45			2.85800e-16
25.00			2.76100e-16
26.50			2.66900e-16
30.00			2.52000e-16
35.16			2.19400e-16
40.00			2.05900e-16
50.00			1.76000e-16
80.00			1.31100e-16
100.00			1.15900e-16
200.00			7.57100e-17
500.00			3.87300e-17
900.00			2.43900e-17
